index|caption|label
98|three stained-glass windows depicting scenes life christ.|1
699|man head covered black cape sitting wall knees drawn arms resting knees. beads around wrists fingers.|-1
589|desk calculator edge table, left stapler two pens.|0
650|four pumpkins various sizes shapes lined row|0
599|paper clips table bunch background|0
680|tiled roof lot broken tiles.|0
738|medic wearing camouflage smiles administers injection black haired woman wincing pain.|0
826|lightning striking water behind airport several military helicopters.|0
46|two hands holding glass beer skewers grilled okra them. man yellow hat removing piece okra skewers.|0
711|man covering mouth hand. eyes wide expression shock.|-1
262|brown white dog, mouth open teeth showing. brown part dog covers one eye.|1
261|brown white beagle wearing black collar, sitting mouth open.|1
121|two cars collided intersection leaked oil road.|-1
477|streaks lightning striking ground near town.|0
704|sailor harness hiking sailboat reach.|1
381|shopping cart abandoned trash strewn environment.|-1
342|ducks swimming tree-lined flooded street.|-1
683|giant rubber duck floating lake tall building visible background|1
833|lightning bolt striking ground behind trees.|0
503|picture full moon dark background. maria craters visible surface.|1
750|four ski lifts side white snowy mountain. parking lot bottom mountain.|0
346|bouquet red, pink yellow roses.|1
712|black white photo woman eyes wide, lying bed holding white sheet half face.|0
724|hand severed finger, plastic glove. severed finger bloody wrapped black material.|-1
474|lightning bolt many branches striking ground night near row houses lighted windows.|0
743|two sewer grates middle paved brick road.|0
858|brown grey blemishes wall house.|0
828|purple lightning purple sky, causing lens flare top right image.|0
717|three black students class room writing big paper male teacher looking one them. .the teacher ethnic shirt on.|1
810|sun low horizon, painting sky clouds vivid shades red.|1
69|bed covers pulled back rumpled sheets. side nightstand clock, phone, papers.|0
872|gun battery boat, firing. muzzle flash blue water seen behind it.|-1
837|large orange black tiger looking straight mouth open tongue showing.|1
430|heart-shaped keyhole brown wood surface. held place three screws.|0
770|diamondback snake moving sandy area looking menacing.|-1
394|man sitting cross-legged wall looking across water towards large city high rise buildings background.|0
2|five acorns arranged circle black background. slightly wilted leaves next acorns.|0
787|view soldier behind. wearing green beret bayonet visible muzzle rifle.|-1
693|little boy wearing red jacket knitted hat mouth open.|0
815|surgeon making incision belly female animal light brown fur.|-1
453|blade lying middle charcoal fire.|0
63|man woman lie side side hammock suspended two palm trees beach. turquoise water, sailboat, hills background.|1
875|hands man woman. woman placing silver wedding band man's finger. wears matching wedding band bracelet.|1
156|girl boy chasing fun.|1
800|white, purple, red, green, blue, orange shipping containers, stacked top other.|0
184|woman sitting apart man one end bench lake looking away.|0
181|q-tips jar, show handles blue yellow color|0
675|people hands raised two roller coasters descend.|1
241|bespectacled person wearing surgical mask cap looking eyepiece instrument.|0
300|two groups men rowing black rubber rafts green oars. wearing camouflage pants.|0
624|two large black pigs asleep straw-covered sty.|0
109|three boys playing refugee camp tents behind them.|0
567|black white photo topless woman standing forest. star hair necklace on.|1
412|machine gun set sand bags.|-1
577|nude woman seated pose one knee folded knee extended hands clasped behind head|1
379|many bottles litter lying sand beach, water visible behind them.|-1
143|five hockey players embrace tight circle. arms other's backs hold sticks pointing upwards.|1
784|large crowd young soldiers saluting.|0
367|man holding head head despair.|-1
592|red, gold, black christmas ornament pink ribbon top.|1
601|bunch paper clips interlaced together.|0
318|chair branches sitting front large fire.|-1
443|red barber chair white arm rests decaying building stone walls. debris around it.|-1
364|black white picture man beard dark hair, wearing white collared shirt pressing hand forehead.|0
427|man sandals, shorts, white shirt, jumping hands head legs pulled behind brown field. background, mountains seen.|0
41|marching band stands field front crowd. wear red black pants, jackets, shakos. shakos long white plumes.|0
24|jackal paw head dead antelope.|0
620|two girls biting piece watermelon. sitting blue blanket grass field.|1
823|metallic swing hung chains next trunk tree.|0
829|lightning striking sea behind aircraft carrier several aircraft deck.|0
149|woman weeping stone buried person cemetery putting hand stone bending over.|-1
102|smiling woman wearing orange top blue shorts, held bungee jumping apparatus, suspended water trees.|1
218|array cupcakes decorated top faces different animals.|1
284|glass red wine quarter full blue table background focus.|0
285|three shot glasses containing brown liquid, sitting black reflective surface.|0
537|woman sitting astride clothed man dress hiked legs visible. out-of-focus city lights background|1
105|three men two women dressed medieval costumes sit benches wooden table. table horn, furred hat, apple it. shield nearby.|1
490|rows closely spaced white crosses cemetery.|0
844|three white urinals silver detectors them, bathroom brown tiled floor cream tiled walls.|0
221|glass plate filled profiteroles, decorated mint leaves cherries, sprinkled fine sugar.|1
832|lightning storm several streaks striking ground.|0
542|three shirtless men posing street front shopfronts|0
21|bird stands bones recently killed animal.|-1
846|toilet partially demolished bathroom graffiti lid tank.|-1
735|shark swimming water side fins dorsal fins visible.|0
230|wrecked red corvette, surrounded broken wood trash. gatorade water bottles sit black table front|-1
327|forest consumed flames. river foreground two deer standing it.|-1
227|dirty american flag white shoe, lying broken wood plants growing it.|-1
40|boy teddy bear sit together wooden bridge.|1
498|stacks gold-colored pound coins, amount stack increasing left right.|0
488|empty bench facing row us flags park.|0
303|armed helicopter flying front flames explosion.|-1
39|asian baby sucking left hand looking down. wearing blue knitted hat big red bow red dress white bow. bracelet hand.|1
203|group hula dancers green floral dresses green yellow leis around necks. garlands around heads, wrists, ankles.|1
831|bolt lightning blue sky scattered clouds.|0
122|group colorful race cars going around curve race track|0
32|baby boy lying stomach looking upwards.|1
663|woman green white plaid shirt, rock climbing brown rocks.|0
899|two white black zebras arid area standing next one kissing face.|1
550|shirtless runner headphones ears.|0
247|surgeon operates draped patient, assisted nurse. various instruments around lower part patient's body imaging device exposed skin.|0
635|man standing wing dismantled carcass airplane.|-1
859|detail almond-colored wall showing rough finish.|0
229|tree garbage hanging it, front wooden structure destroyed also covered garbage. blue car background.|-1
370|spiral galaxy brightly glowing central region.|1
482|lion eyes half closed lying chin big branch. green leaves background.|0
888|wolf baring fangs menacing manner.|0
788|man wearing green white bandana head, flak jacket, sitting rifle resting across legs.|-1
202|old couple dancing, woman smiling, looks head close him. brim man's hat coming hair, wearing scarf looking forward.|1
157|chipmunk holding green okra two front paws standing mound dirt.|1
660|rainbow lake tree front.|1
529|man wearing blue shirt kissing woman pink top.|1
25|headless carcass deer antelope ribs exposed.|-1
611|blue yellow parachute attached american flag, shooting red sparks night sky.|1
47|man grey hair feeding child blonde hair. man feeding child marshmallow stick.|1
148|cemetery neat rows white gravestones|-1
843|two urinals side side white tile wall. thin partition divides them. rectangular flushing button each.|0
822|swimmer pool lane markers turning head take breath swimming.|1
640|four men army uniform armored vests weapons pointed straight ahead.|-1
17|closeup man's face squinting eyes black white stubble growing. expression looks angry.|-1
487|weasel sitting upright like human being.|0
426|young man smiling. wearing black glasses, white, short hair, wearing gray t-shirt.|1
688|young child blue eyes, wearing brown hooded fleece sweater, crying.|0
698|man sitting armchair hand covering eyes.|-1
441|two rows barred prison cells narrow walkway them.|-1
834|line threatening clouds moving towards fishing boat bay.|0
469|sunrise lake foreground mists rising sun's rays shine trees around lake.|1
442|grimy prison cell metal bunks washstand. rear wall covered graffiti.|-1
402|green grass droplets water it.|0
897|woman yoga pose standing one leg front rock formation.|1
639|policemen wearing helmets body armor lined front building.|-1
608|two men kitesurfing tree-lined coast mountains background.|1
655|group youngsters wearing helmets, lifevests waterproof clothes whitewater raft.|1
343|green, red, pink, white, yellow flowers black stone surface.|1
389|man gazing standing rock seashore twilight shallow water around.|1
197|group clean drinking glasses stacked reflective surface.|0
740|empty syringe lies hard light brown surface. needle right angles touching end.|-1
194|two brown mugs white insides. one lying side.|0
553|three shirtless men underwear, standing blue room. one men black, two white.|0
280|brown dog paws nose fence looking it.|-1
216|signpost handwritten signs front two rusting car bodies prairie.|0
583|woman abdomen propping elbows lower legs pointing clad revealing outfit fishnet stockings high heels.|0
641|two motorcycle policeman leading two long lines motorcyclists long tree-lined street day. lines disappear hill distance|0
249|doctors nurses wearing surgical masks, caps, gowns gloves operating patient.|0
347|bouquet white pink flowers green leaves.|1
564|dark-skinned nude woman tattoos forearms.|0
89|girl elbows table one hand side face bored expression.|0
543|four shirtless men black pants smiling. one men phone waistband. two men tattooed.|0
811|sunset red sky white clouds reflecting lake dark trees background.|1
682|four roosters brown black feathers, two looking straight forward two looking sideways.|0
150|football cheerleader cheerleading costume holding pompoms hands|1
195|five white mugs white countertop. two mugs stir sticks inside|0
643|uniformed helmeted riot police forming line.|-1
204|three girls ring holding hands. outdoors. brown skin straight black hair.|1
299|black man lifting barbell five white men one woman watch.|0
162|man diving high fenced area ocean.|0
517|man shaved head holding black flag white lettering, standing next woman holding white sign black lettering.|-1
244|surgical team operating patient. surgeon looking magnifying apparatus. five doctors nurses surround him.|0
652|rafters going fall white river.|0
366|woman eyes squeezed shut wearing glasses, holding object teeth lifting long hair hands.|0
806|empty multi-lane road running past buildings signage utility poles.|0
331|fire hydrant stone wall plants either side it.|0
375|crater-covered planet intense spot light near top. stars shooting stars fill space around it.|1
668|different sizes shades grey rocks smooth edges.|0
612|arms woman. holding drink watch left wrist two rings right hand. bit blond hair visible.|0
407|eight cross-shaped grave markers, standing green field blue sea visible background.|0
111|tent glowing light inside, pitched snow field snow covered mountains background.|0
696|girl covering face hands sitting front laptop computer.|-1
383|rusted tins empty bottles strewn area.|-1
748|small white blue stones soil.|-1
213|black white photo man hands head pressed glass wall. man wearing wristwatch necklace.|0
505|small boy behind woman, holding strands bright orange hair.|1
716|school children smiling waving camera.|1
574|nude woman stretching pose one knee tucked knee forming angle. head bowed one arm reaches foot bent knee reaches behind her.|1
358|several skewers grill. contain bell peppers, onions, meat.|1
256|husky lying face chin ground blue eyes open.|1
339|many red fireworks going night sky, leaving white trails behind them.|1
798|sea ray blue spotted coloring eyes open wide swimming by.|0
606|man wearing helmet, goggles, camouflage jumpsuit, jumping airplane.|0
301|airplane runway enormous red orange explosion behind it.|-1
67|grizzly bear faces camera.|0
28|woman preparing shoot arrow target four bullseyes it.|0
561|unclothed torso muscular man hands reaching face turned neck chin visible.|0
266|alert black tan dog ears perked lying chin grassy field.|1
235|trash pile wheels axle parts machine vehicle|-1
393|young girl sitting front dandelions blowing one hands. pieces air left blow. long blond hair wears hat.|1
691|head bare shoulders young girl. looking right wearing earrings.|0
159|brown squirrel resting top cut-off branch.|1
794|statue buddha garden. bowl purple white flowers rests stones front him. two candles ornamental holders sides. green red trees growing behind him.|1
892|four bobbins orange thread lined row.|0
865|black white photo man camouflage uniform holding assault rifle.|0
512|woman sitting couch behind baby baby seat balanced device.|1
500|ape black fur legs spread apart sitting rocky area.|0
772|white powdery substance forming undulating shapes depressions.|0
759|square shaped tower building next another similar building.|0
807|closeup image sun, stars space visible top left hand corner.|0
893|spool white thread green, white yellow fabric.|0
71|bicyclist wearing pointed bike racing helmet blue yellow biking one-piece spandex jumpsuit.|1
440|red-faced woman brown hair, baring teeth angrily.|-1
86|man hand cheek brow furrowed, lips curved downwards.|0
192|crow perched roof eyeing something intently.|0
459|picnic basket paper cups set tree trunk edge lake.|0
718|barefoot children recess school courtyard.|0
687|sad baby crying tear running face. big bue eyes mouth baby half open.|-1
337|yellow firework going black night sky.|1
530|unclothed man woman embracing intimate manner.|1
881|close hands bride groom. back towards us, groom putting ring finger bride.|1
171|old-fashioned sled curved wooden runners red striped fabric top, sitting snow.|0
55|group people bondage tools clothing larger crowd looks on. one woman's breasts bare, another holds whip. man smiling holds whip.|0
754|seven sky divers free fall close formation. two divers yellow smoke streaming boots third green smoke. mountains them.|1
409|man playing guitar, sitting big stone wearing head scarf. background lake mountains.|1
215|profile view man stubble-length hair beard. head lowered eyes closed. fingertips left hand resting forehead.|0
257|three black tan dogs lie side side field stubble. staring something left. dog middle tongue hanging out.|1
404|close tall green grass background depicting grass focus.|0
224|boy wearing black white striped hat, licking chocolate vanilla swirl ice cream cone.|1
702|black white drawing man holding wounded woman, gun lying next them.|-1
392|silhouette man hills behind him. man posing make look setting sun hand.|1
78|six birthday candles lit set cupcakes. cupcakes chocolate colored blue frosting white imitation pearls them.|1
586|stapler blue top white base sitting white surface.|0
713|person eyes closed mouth open scream.|-1
387|gargoyle form bewigged man open mouth sticks right angles wall cathedral.|0
397|gorilla resting head one hand touching grass hand. sitting grassy enclosure trees.|0
630|pigeons eating something spilt sidewalk.|-1
281|man wearing camouflage u.s. air force uniform holding leash dog biting object foreground.|-1
275|mangy dog looking back grievous scab near tail|-1
559|man wearing blue shorts nude torso standing balcony. wearing cross necklace holding hands metal rail balcony.|0
399|close look strand healthy green grass.|0
420|stone passage two black pipes running along it, supported stone posts. filled-in window openings x's marked them. floor appears wet.|-1
95|arched bridge park tall trees background, stones right bridge.|1
265|little brown puppy dog black muzzle standing bowed legs.|1
768|black white snake lying coiled green grass.|-1
857|volcano smoke rising it, behind green field trees.|0
790|soldier's hand holding barrel assault rifle soldiers standing row alongside also holding rifles.|-1
101|falling man attached bungee jumping apparatus. wearing white shirt black sunglasses.|0
290|two young elephants trunks other, adult elephant standing behind them.|1
267|short-haired brown dog guinea pig, lying side side red couch.|1
694|little girl smudges face looking sad.|-1
100|man free fall attached blue bungee jumping apparatus. river mountain him. wearing white shirt blue pants.|0
519|dark skinned man black hair wearing square glasses. short beard.|0
782|army officer standing group men uniform jumping jacks dormitory.|0
287|girl eating food tray. black hair, pink fingernails, gold earrings. similarly dressed children visible background.|1
814|setting sun casts orange light sea behind flagpole limp flag.|1
435|house ornately carved stone doorway. wall one side decorated tiles. window bars lamp post wrought iron.|0
240|dock lake boats. silhouette city visible background.|1
164|one man diving another man jumping feet first river.|1
515|wildflowers rocks front road purple mountains background glowing yellow sky above.|1
116|blue car front end severely damaged.|-1
312|black chain-link fence round lights visible side.|0
615|adult penguin stands upright baby penguin standing front it. penguins bellies background.|1
439|man wounded bleeding operating room. tube going left leg straps around legs blood black material coming legs.|-1
84|man close image face wearing glasses looking pensive. wearing prescription glasses reflection computer screen right lens.|0
771|black yellow snake coiled top pieces wood.|0
323|car engulfed flames thick black smoke rising it.|-1
418|black rifle scope attached, lying next camouflage pattern rifle bag.|-1
174|frost window pane forming intricate fractal shapes|1
191|intersection two roads pedestrian crossing marks.|0
175|man skiing untouched sharp sloped hill filled powdery white snow skis parallel, weight back, poles air. wearing white helmet, red jacket, grey snow pants.|0
52|trunk old tree rough bark covering.|0
114|vintage borgward car blue yellow color, rusty rio de janeiro license plate. car leaves hood parked nature trees background leaves floor.|0
766|brown snake lies coiled dry, leaf-covered ground.|-1
734|shark one blue eye visible cruising mouth partially open.|0
666|two men clinging rock face. climbing brown rocks ropes.|0
185|man woman embracing water's edge beach. woman leaning backwards man supports her. wearing white wedding dress veil. man wearing black suit.|1
445|two rows barbed wire fencing surrounding prisoner barracks.|0
83|empty row boat floating body water rope one edge.|0
621|group shirtless men sitting wooden chairs tables placed stream.|0
400|tall green grass drops dew over.|1
793|close view spider hairy legs foreground|-1
457|pier lake surrounded mountains sprinkling snow them.|1
507|blond-haired woman kisses baby wearing blue white striped cap blue coat.|1
274|dog brown black fur lies chin ground looks inquiringly. green black rope tied collar.|0
840|pile wood logs.|0
779|pair blue white ankle socks converse logo partially visible.|0
429|boat sailing towards bridge, four people jumping air. lens flare behind people.|1
214|black white photo woman sitting ground one hand face top head.|-1
65|many boats water front beach. people standing beach several chairs it. palm tree foreground. sun low sky.|1
627|pigeon looking intently something.|0
286|bloody human body face blown off.|-1
486|woman lying prone face turned left enjoying massage masseur. curtains windows water mountains seen window.|1
356|table roasted meat, sausages, bell peppers pickles cucumbers. two unopened bottles beer table.|1
196|white, green, blue, yellow cups, sitting blue surface.|0
321|huge fire consumes stacks wooden pallets.|-1
316|brown weasel baring fearsome teeth snarl.|-1
360|frisbee team holding frisbees lined group photograph playing field.|1
499|monkey staring piercing eyes mouth wide open.|0
6|many clear long-stemmed glasses green red liquid brown counter front mirror.|0
839|cut logs bark still attached, stacked top other.|0
709|man wearing blue white shirt front green screen, mouth open eyes spread wide.|0
521|man long brown hair shoulders goatee.|0
258|medium sized black brown dog stubby ears greying muzzle standing gravel mulch bed.|0
706|soyuz spacecraft orbiting earth.|1
438|back hand old man wound exposing bloody flesh.|-1
657|group people wearing red life jackets blue yellow helmets. white water rafting grey inflatable boat using red paddles.|0
882|bride putting wedding ring finger groom. holding hand hand wearing white bracelet.|1
830|lightning mostly dark sky, large white spot center lightning originates.|0
761|sleeping girl blonde hair lying white sheet.|-1
87|clothes vendor resting head palm one hand disgusted expression face.|0
19|dark-haired man mouth wide open index finger pointed towards camera. seems yelling.|-1
317|man breathing fire mouth. wears turban several necklaces.|0
597|piece white paper bark-like surface.|0
659|rainbow arch green, yellow orange blue calm ocean sky background.|1
56|three women two men bondage gear walk street crowd looks on. one woman carries whip. another bare breasts leather bodice supported chains.|0
238|dry brown mud dips ridges.|0
673|turquoise, grey, white pebbles.|0
222|deep glass cup vanilla ice cream sundae, chocolate sauce, whipped cream cherry top.|1
808|field sunflowers closeup five flowers. background trees mountains.|1
42|black man beard dreadlocks, standing microphone holding guitar.|1
890|black white photo three spools thread. two upright one lying side.|-1
602|bunch staples interlinked other.|0
212|black white photo man plaid shirt holding head hands.|-1
527|dark haired man wearing glasses white collared shirt, kissing dark haired woman wearing white tank top.|1
605|two skydivers strapped one another arms outstretched clear blue sky.|1
525|pairs legs clad trousers wearing shoes cobbled street.|0
497|boy sitting couch head sunk arms crossed tops drawn-up knees.|-1
449|collection different size keys key rings tags.|0
463|brown pier low wooden guards side, body water large mountains background yellow sky.|1
311|wrought iron fence gate twisted bars interspersed twisted bulb shapes.|0
226|metal sheeting, wood, debris lying ground front small house.|-1
805|two-lane road solid line left broken line right divide it. dirt trees side road.|0
422|two men helping launch hang glider sandy beach.|1
118|black car roof crushed extensive damage front sides.|-1
569|two women bra tops painted nails heavy make sitting next other.|1
819|surgeons wearing surgical masks, caps gowns operating patient peering operating microscope.|0
365|person sinking head hands looking down.|-1
665|man shirt cut-off sleeves, holding mossy rock rock-climbing.|0
697|woman back us bending disheveled head down.|0
470|group people enjoying twilight outing edge lake high rise buildings distant background.|1
867|soldiers wading ashore landing craft normandy.|-1
297|freckled boy braces teeth. wearing red helmet grate across face.|0
522|woman shoulder-length brown hair brown eyes looking straight camera. hands touching neck. necklace green beads visible.|0
183|man woman arms around other, sitting white bench front large house. man carrying bouquet flowers.|1
353|pasta salad olives tomatoes|0
681|nine rows reddish bricks.|0
165|cockroach flipped upside down, lying red floor rocks embedded it.|-1
170|large ship smoke rising funnel, followed smaller two-masted ship. surrounded sea ice.|0
403|green field gentle slope set bright blue sky single cloud|1
43|bar beer taps. glass dark beer shot whiskey beside bar. two rows liquor bottles shelves back.|0
245|doctor surgical mask, cap, gown gloves.|0
728|view shark's underbelly mouth open exposing teeth.|0
15|brown haired woman black turtleneck sweater, showing teeth scrunching nose angry manner.|0
448|laptop keyboard keys lit screen showing indistinct image.|0
514|man concentrating playing double bass.|1
44|ornately decorated lounge blue leather chairs, turquoise track lighting, gold counters pillars. televisions wording around room.|0
398|close rough green grass.|0
23|two hyenas eating four-legged animal grass, two vultures watching behind them.|-1
812|body water front mountains, sunset sky reflecting onto water.|1
767|close view coiled snake red black markings ground.|0
411|bearded man holding rifle casually low buildings mountains visible background.|-1
92|marine corps woman boxer landing punch army woman boxer's face.|0
188|young man woman embracing entrance wooden building. woman barefoot, shoes visible left. wears blue dress headband. man blue shirt dark pants.|1
676|yellow roller coaster full people, coasting red rail.|1
129|black white cat bright blue eyes, shadowy background.|1
396|white goat standing hay green grass, head low ground.|1
93|two boxers fighting bright lights. wearing black gloves red tape wrists.|0
154|group paper boys holding copies newspapers.|0
35|baby girl fours beach. wearing white dress red trim.|1
27|man flannel shirt brown hat shooting arrow bow.|0
283|dog attacking man running away it.|-1
66|two black bears sleeping rocks.|1
894|woman reverse warrior pose. looks strong wearing black pants black top. outdoors.|1
428|young men women wearing suits dresses, carrying red yellow balloons looking up.|1
254|brown white puppy, resting chin pile toys.|1
85|boy leans wall roughly finished room front window. wall next window artwork drawn it.|0
348|bunch red roses couple green leaves visible them.|1
255|little brown tan puppy peering polka dot cup resting grassy surface inside fence.|1
744|grasslike plant growing cracks brick shaped paving stones.|0
172|dried maple leaf lying snow sprinkling snow it.|0
307|man asleep sleeping little baby lying beside right cheek.|1
776|mound white snow crystals focus ones background.|0
119|grey car side wet road, front portion completely smashed engine exposed.|-1
371|close-up view stars night sky large bright nebula center.|1
58|beach several chairs it. water brilliant blue. breakwater off-shore.|1
481|male lion, lying ground head paws, viewed grey chain-link fence.|0
535|blonde haired woman white top, man lying next head lap.|1
726|grey shark teeth showing swimming dark blue water.|0
664|man climbing rock rope chain support|0
595|yellow pad paper speckled beige surface.|0
425|young boy smiling, foreground blond hair blue eyes. another boy background smiling pensive holding chin hands. brown hair eyes wearing blue white shirt.|1
510|mother white dress hat holding baby face level saying something baby.|1
291|woman hair spiky style wearing karate outfit talking.|1
110|person wearing hat coat sunburned faced looking trough opening tent, set snow.|0
817|surgeons nurse wearing masks gowns, blood gowns gloved hands. patient operating table behind them. surgeons turned away, selecting tools use.|0
684|rugby players tackling opposing player ball.|0
513|bmx motorcycle jumping air brown green background. rider wearing black white motorcycle gear.|0
57|two women dressed leather, one bright red hair, black, sitting backs kneeling men. red-haired woman sits man full blue leather bondage attire, hands chained behind back. woman sits man dressed black leather bondage attire hands tied front him.|0
526|shirtless man dark hair holding woman pressing face back.|1
584|topless blonde woman kneeling red couch. leg tattooed ankle.|0
476|two streaks lightning reaching dark clouds ground.|0
556|man posing jock strap front mirror.|0
760|high-rise buildings floor-to-ceiling windows next river. one buildings red elevator runs river.|0
594|white canvas frame sitting crumpled paper.|0
565|naked woman lying back bed one arm behind head hand near upper thighs.|0
223|pumpkin pie one slice cut sits basket table. missing slice nearby plate. canned pumpkin whole pumpkins behind it.|1
850|tornado moving across flat field. black cloud dirt surrounds base. top funnel large dark cloud.|-1
205|group young girls wearing ethnic dresses holding hands dancing.|1
886|modern windmill.|0
532|man woman lying prone top bed eyes closed.|1
879|ring tied red white ribbons lying small pink pillow.|1
804|two way road mountains background, double yellow line middle white lines side. blue sky white clouds.|1
708|man peering shelf grasping hands.|0
733|grey shark five fins visible, swimming blue water fish behind it.|0
112|assembly lit orange cream candles different sizes set table.|1
160|overhead view city full tall buildings.|0
600|green, white, red, yellow, pink, black, blue paperclips large pile.|0
520|smiling man blue eyes brown hair|0
282|man wearing protective gear bitten arm large dog.|0
107|man wearing blue jacket headlamp lighting fire pile wood kindling front him.|0
626|pigeon ground seeds scattered around it.|0
816|surgeons wearing masks gowns operating patient.|0
842|group people holding cocktail glasses brown liquid inside. one cocktail glasses also ice black straw.|0
644|power plant cooling towers smokestacks spewing thick white smoke atmosphere|-1
315|garden fence rose bush, lawn house behind it.|0
661|streaks electricity emanating circular toroidal device.|0
642|armed helmeted police board ferry facing back towards distant city across water.|0
237|dried brown leaves bare soil. half area shade half sunny. bare wooden branch across top.|0
345|close pink gerbera daisy among flowers.|1
898|silhouette person seated hands pressed together head riverbank setting sun behind.|0
566|black white photo naked woman, lying side turned away camera. one arm covering breasts covering face.|0
841|large stack cut firewood piled high.|0
825|image cloudy skies, blue lightning coming sky striking towards tree below.|1
701|old woman wearing red scarf, hand held face. background blurry - house grass front it.|0
731|white blue shark surface blue water pilot fish it.|0
13|ambulance, helicopter, fire truck flat paved area. several firemen walking around.|0
818|operating room patient lying covered table surgeon operating nurses assisting.|0
827|ship skull painted bow water surround mist lightning.|0
504|silhouette woman holding child head, yellow sky water behind her.|1
199|ballerina pirouette raised leg extended straight out.|1
896|woman standing one leg beach, two boats front water smoke rising distance.|1
720|two young girls sitting desk room writing notebooks.|1
468|mirror-like lake reflects sky, clouds, trees above. patch bright green grass shore.|1
270|long-haired brown white dog garden green tag hanging neck.|1
48|brown tree bark small black holes it.|0
18|man beard mustache looking sternly camera. half face obscured darkness half lit red light.|-1
736|woman brown military-style belt firing rifle.|0
637|interior passenger aircraft semi-dismantled state.|-1
12|ambulance emergency doctor's car side road. vehicles white orange stripes. yellow helicopter ground behind tree background.|0
362|man holding head hands.|-1
853|night time traffic patterns divided highway.|0
671|different shades grey rocks smooth edges.|0
450|meeting group ku klux klan members wearing robes hoods.|-1
729|shark swimming front reef, teeth showing. front half shark visible.|0
616|people attending symphony grand theater several levels.|1
502|monkey's hand, black nails brown fur, holding black chain link fence.|-1
501|chimpanzee sitting thoughtful pose inside tiled enclosure.|0
242|surgeons masks, caps gowns operating patient.|0
250|two sled dogs harness, running across snowy field.|1
206|six women dancing, wearing large silver red headdresses bright yellow dresses. holding hands hips.|1
