120,Car crash 1.jpg,"A grey car on the side of a wet road, with its front portion completely smashed so that the engine is exposed."
129,Cardboard 3.jpg,A top down view of an assembled cardboard box.
57,Bark 6.jpg,A closeup image of greenish tree bark.
36,Baby 10.jpg,A boy and a teddy bear sit together on a wooden bridge.
136,Cat 2.jpg,A white and brown cat with green eyes standing on a rocky surface.
22,Animal carcass 1.jpg,A bird stands on the bones of a recently killed animal.
42,Baby 7.jpg,A crying baby with its eyes closed and its mouth open.
27,Animal carcass 6.jpg,A pride of lionesses feeding on the carcass of a freshly killed zebra.
59,Beach 1.jpg,A beach with several chairs on it.  The water is brilliant blue.  A breakwater is just off-shore.
161,City 1.jpg,An overhead view of a city full of tall buildings.
74,Bird 1.jpg,Two geese swimming on calm water at sunset.
78,Bird 5.jpg,"A man's hand, holding a black and white bird."
41,Baby 6.jpg,A small baby asleep on its side.
30,Astronaut 1.jpg,An astronaut on a space walk with the earth in the background.  The spacecraft is reflected in his face mask.
67,Bear 1.jpg,Two black bears sleeping on some rocks.
45,Band 1.jpg,"A marching band stands in a field in front of a crowd.  They wear red and black pants, jackets, and shakos.  The shakos have long white plumes."
53,Bark 2.jpg,Rough tree bark with moss growing on it.
126,Car race 4.jpg,Five race cars going around a track in tight formation.
26,Animal carcass 5.jpg,The headless carcass of a deer or antelope with some of its ribs exposed.
68,Bear 2.jpg,A grizzly bear faces the camera.
51,Barbeque 2.jpg,A man with grey hair feeding a child with blonde hair. The man is feeding the child a marshmallow on a stick.
29,Archery 2.jpg,A woman preparing to shoot an arrow at a target with four bullseyes on it.
25,Animal carcass 4.jpg,A jackal with its paw on the head of a dead antelope.
16,Angry face 2.jpg,"A brown haired woman in a black turtleneck sweater, showing her teeth and scrunching up her nose in an angry manner."
38,Baby 3.jpg,A baby of East Asian appearance lying on his belly with his head lifted up.  He is wearing a knit cap and is looking up at something to his right.  He has a teddy bear next to him and several larger bears behind him.
63,Beach 5.jpg,Two hands clinking champagne glasses in front of a beach at sunset.
82,Bloody knife 1.jpg,A knife is lying on a white cloth with a large blood stain around it. The blade of the knife is covered with blood.
54,Bark 3.jpg,A gray tree trunk with green moss growing on the bark.
55,Bark 4.jpg,Wood bark with shades of brown and grey color.
73,Billiards 1.jpg,"Two solid pool balls, one of which is red, the other yellow, and one striped red and white pool ball."
52,Bark 1.jpg,Brown tree bark with small black holes in it.
646,Power lines 1.jpg,Power lines on a snow-draped mountainside.
75,Bird 2.jpg,A swan with its wings outstretched alighting on a pond.
167,Cockroach 2.jpg,""
169,Cockroach 4.jpg,""
170,Coffee 1.jpg,""
188,Couple 6.jpg,A man embracing a woman from behind with his arm around her neck and shoulders.
322,Fire 3.jpg,A firetruck directing a stream of water at a huge fire.
173,Cold 3.jpg,""
175,Cold 5.jpg,""
176,Cold 6.jpg,""
256,Dog 14.jpg,A little terrier with its tongue hanging out and a bow on its head.
328,Fire 9.jpg,A man-made structure engulfed in rising flames.
323,Fire 4.jpg,A fire engulfing bushes by the shore of a lake after sundown.
297,Excited face 6.jpg,"A girl sitting at a desk with a pencil in her hand and writing in a note book, with a large smile on her face."
183,Couple 1.jpg,""
279,Dog 7.jpg,A husky lying with its face chin down on the ground and with its blue eyes open.
208,Dead bodies 1.jpg,A row of blood spattered bodies laid out on the floor.
284,Dog attack 3.jpg,A dog attacking a man running away from it.
257,Dog 15.jpg,A wet dog holding a stick in its mouth.
190,Couple 8.jpg,""
191,Couple 9.jpg,""
192,Crosswalk 1.jpg,""
193,Crow 1.jpg,""
182,Cotton swabs 3.jpg,"Q-tips in a jar, a few  show the handles in blue and yellow color"
290,Eating 3.jpg,A young happy boy eating a red radish.
209,Dead bodies 2.jpg,""
210,Dead bodies 3.jpg,""
212,Depressed face 2.jpg,""
214,Depressed pose 2.jpg,""
217,Desert 1.jpg,""
222,Dessert 5.jpg,""
236,Dirt 1.jpg,""
239,Dirt 4.jpg,""
240,Dirt 5.jpg,""
241,Dock 1.jpg,""
242,Doctor 1.jpg,""
243,Doctor 2.jpg,""
246,Doctor 5.jpg,""
247,Doctor 6.jpg,""
250,Doctor 9.jpg,""
252,Dog 10.jpg,""
258,Dog 16.jpg,""
259,Dog 17.jpg,""
262,Dog 2.jpg,""
263,Dog 20.jpg,""
264,Dog 21.jpg,""
267,Dog 24.jpg,""
270,Dog 27.jpg,""
273,Dog 3.jpg,""
274,Dog 30.jpg,""
275,Dog 31.jpg,""
276,Dog 4.jpg,""
292,Excited face 1.jpg,""
293,Excited face 2.jpg,""
296,Excited face 5.jpg,""
305,Explosion 4.jpg,""
309,Feces 1.jpg,""
310,Feces 2.jpg,""
317,Ferret 1.jpg,""
272,Dog 29.jpg,A mostly white dog with one brown ear lying on grassy ground.
225,Dessert 8.jpg,"A boy wearing a black and white striped hat, licking a chocolate and vanilla swirl ice cream cone."
168,Cockroach 3.jpg,"Orange and black bugs, crawling on brown wood."
223,Dessert 6.jpg,"A deep glass cup with a vanilla ice cream sundae, chocolate sauce, whipped cream and a cherry on top."
321,Fire 2.jpg,A chair and some branches sitting in front of a large fire.
319,Fire 10.jpg,Blackened branches in the foreground and fire in the background.
197,Cups 3.jpg,"White, green, blue, and yellow cups, sitting on a blue surface."
220,Dessert 3.jpg,"A brown cake with chocolate on the bottom, and orange slices and two white flowers on top."
205,Dancing 7.jpg,Three girls in a ring holding hands.  They are outdoors.  They have brown skin and straight black hair.
291,Elephant 1.jpg,"Two young elephants with their trunks on each other, with an adult elephant standing behind them."
324,Fire 5.jpg,A huge fire consumes stacks of wooden pallets.
288,Eating 1.jpg,"A girl eating food on a tray.  She has black hair, pink fingernails, and gold earrings.  Similarly dressed children are visible in the background."
313,Fence 3.jpg,A black chain-link fence with some round lights visible on the other side.
194,Crow 2.jpg,A crow perches on a tree branch.
251,Dog 1.jpg,"Two sled dogs in harness, running across a snowy field."
198,Cups 4.jpg,A group of clean drinking glasses stacked up on a reflective surface.
221,Dessert 4.jpg,"A bowl of light brown and dark brown cookies, sitting on a wooden surface."
254,Dog 12.jpg,"A brown and white beagle wearing a black collar, sitting with its mouth open."
261,Dog 19.jpg,"A dog on a leash with its mouth open, looking alertly towards the camera."
320,Fire 11.jpg,A forest is consumed by flames.  A river in the foreground has two deer standing in it.
303,Explosion 2.jpg,A silhouette of burnt trees in front of a large fiery explosion.
286,Drink 2.jpg,"Three shot glasses containing a brown liquid, sitting on a black reflective surface."
196,Cups 2.jpg,Five white mugs on a white countertop. Two mugs have stir sticks inside them
165,Cliff diver 3.jpg,One man diving and another man jumping feet first into a river.
260,Dog 18.jpg,"A short-haired brown dog and a guinea pig, lying side by side on a red couch."
227,Destruction 10.jpg,The smashed remains of an automobile in a pile of metal debris.
238,Dirt 3.jpg,Dried brown leaves on bare soil. Half of the area is in shade and half sunny.  A bare wooden branch is across the top.
287,Dummy 1.jpg,A bloody human body with its face blown off.
185,Couple 3.jpg,A woman sitting apart from a man on one end of a bench by a lake while looking away.
174,Cold 4.jpg,A styrofoam snowman with black bead eyes and a red bead nose wearing a red knitted scarf and winter hat.
283,Dog attack 2.jpg,A man wearing protective gear being bitten in the arm by a large dog.
383,Garbage dump 5.jpg,Magazines and pieces of cardboard boxes lying in the dirt.
335,Fireworks 2.jpg,""
336,Fireworks 3.jpg,""
599,Paper 5.jpg,A hand holding up a little cross-ruled notebook open to a blank page.
339,Fireworks 6.jpg,""
341,Flood 1.jpg,""
342,Flood 2.jpg,""
343,Flood 3.jpg,""
334,Fireworks 1.jpg,"Green, yellow, pink and blue fireworks in burst patterns in the sky."
363,Frustrated pose 2.jpg,A person sinking their face into their hands.
350,Flowers 6.jpg,""
351,Flowers 7.jpg,""
352,Flowers 8.jpg,""
353,Flowers 9.jpg,""
354,Food 1.jpg,""
377,Galaxy 7.jpg,Horsehead nebula with the pink light of hydrogen from protostars illuminating the background.
357,Food 4.jpg,""
386,Garbage dump 8.jpg,Brightly colored plastic and paper trash strewn around.
390,Gazing 2.jpg,A man gazing out while standing on a rock on a seashore in twilight with shallow water around.
332,Fire hydrant 4.jpg,A fire hydrant against a stone wall with plants on either side of it.
346,Flowers 2.jpg,"A bouquet of pink flowers containing mostly full blown roses, carnations and daisies."
347,Flowers 3.jpg,Close up of a pink Gerbera daisy among other flowers.
368,Frustrated pose 7.jpg,""
369,Frustrated pose 8.jpg,""
370,Funeral 1.jpg,""
371,Galaxy 1.jpg,""
432,Heart 2.jpg,Orange lock on a chain link fence with tall trees under in the background.
373,Galaxy 3.jpg,""
374,Galaxy 4.jpg,""
375,Galaxy 5.jpg,""
445,Jail 4.jpg,Iron bars across a prison cell with a bed visible between the bars.
379,Garbage dump 1.jpg,""
406,Graveyard 1.jpg,Sunset in a small cemetery.
349,Flowers 5.jpg,A bouquet of white and pink flowers with green leaves.
452,Keys 1.jpg,Collection of different size keys with key rings and tags.
410,Guitar 1.jpg,"A man playing guitar, sitting on a big stone and wearing a head scarf.  In the background is a lake with mountains."
392,Gazing 4.jpg,""
404,Grass 6.jpg,""
405,Grass 7.jpg,""
407,Graveyard 2.jpg,""
412,Gun 10.jpg,""
413,Gun 2.jpg,""
414,Gun 3.jpg,""
415,Gun 4.jpg,""
416,Gun 5.jpg,""
417,Gun 6.jpg,""
418,Gun 7.jpg,""
423,Hang gliding 2.jpg,""
424,Hang gliding 3.jpg,""
427,Happy face 2.jpg,""
433,Heart 3.jpg,""
435,Horse racing 1.jpg,""
438,Injury 2.jpg,""
439,Injury 3.jpg,""
440,Injury 4.jpg,""
457,Lake 11.jpg,""
458,Lake 12.jpg,""
471,Lake 9.jpg,""
478,Lightning 5.jpg,""
479,Lightning 6.jpg,""
487,Massage 2.jpg,""
488,Meerkat 1.jpg,""
489,Memorial 1.jpg,""
348,Flowers 4.jpg,"A bouquet of red, pink and yellow roses."
480,Lightning 7.jpg,"White lightning in a purple sky, with clouds above it and the silhouette of some bushes and rocks below it."
338,Fireworks 5.jpg,A yellow firework going off in a black night sky.
340,Fireworks 7.jpg,"Many red fireworks going off in the night sky, leaving white trails behind them."
425,Hangover 1.jpg,A bald man with his head down on a wooden table.  He grasps an empty liquor bottle in his right hand.  A shot glass can be seen behind his left arm.
475,Lightning 2.jpg,A lightning bolt with many branches striking ground at night near a row of houses with lighted windows.
459,Lake 13.jpg,Snowy mountains and pine trees reflected in a calm lake.  A parking lot is at the edge of the lake.
454,Knife 2.jpg,A blade lying in the middle of a charcoal fire.
403,Grass 5.jpg,Green grass with droplets of water on it.
473,Lava 1.jpg,An arching eruption of molten lava.
378,Galaxy 8.jpg,"A blue, red, and yellow image of space, with a cloudy nebula in the center and stars around it."
482,Lion 2.jpg,"A male lion, lying on the ground with its head on its paws, viewed through a grey chain-link fence."
481,Lion 1.jpg,A lion stands in front of gray rocks.  His head and mane are shown.
330,Fire hydrant 2.jpg,A bright red fire hydrant.
455,Lake 1.jpg,"Pine trees, with a body of water and more pine trees in the background."
443,Jail 2.jpg,A grimy prison cell with metal bunks and a washstand.  The rear wall is covered with graffiti.
448,KKK rally 2.jpg,"A large burning cross, with people in white robes and hoods circling around it."
356,Food 3.jpg,A bowl of oranges. Four of the oranges are cut in half.
442,Jail 1.jpg,Two rows of barred prison cells with a narrow walkway between them.
449,Keyboard 1.jpg,A close-up of a computer keyboard.  The layout is for German.
389,Gazing 1.jpg,A woman sits with her back to the camera looking out over a town.  The scene is dark.
358,Food 5.jpg,Several containers of raspberries.
399,Grass 1.jpg,A close up of rough green grass.
361,Frisbee 1.jpg,A frisbee team with some holding frisbees lined up for a group photograph on a playing field.
331,Fire hydrant 3.jpg,A silver fire hydrant with a red top against a wall and some vegetation.
382,Garbage dump 4.jpg,A shopping cart abandoned in a trash strewn environment.
477,Lightning 4.jpg,Two streaks of lightning reaching from dark clouds above to the ground.
460,Lake 14.jpg,A blue body of water next to bright green trees in front of a grey and copper mountain range.
490,Memorial 2.jpg,""
492,Miserable face 1.jpg,""
493,Miserable face 2.jpg,""
494,Miserable pose 1.jpg,""
550,Nude man 18.jpg,A man posing in his jock strap in front of a mirror.
498,Miserable pose 5.jpg,""
620,Picnic 1.jpg,Parents holding their young kids while sitting on a blanket on a lawn in a park.
610,Parasailing 2.jpg,A paraglider flying above bucolic farmland alongside a lake.
502,Monkey 3.jpg,""
631,Pigeon 6.jpg,Pigeons eating something spilt on a sidewalk.
605,Parachuting 2.jpg,A paraglider in the sky against a backdrop of sunlight and dark clouds.
576,Nude woman 20.jpg,A woman showing her breasts with pierced nipples.
624,Pig 1.jpg,A spotted pig standing on one side of a two-wire fence.
507,Mother 3.jpg,A pregnant woman with her hands above and below her exposed abdomen.
600,Paperclips 1.jpg,Paper clips on a table with a bunch more in the background
516,Nature 1.jpg,""
517,Nature 2.jpg,""
582,Nude woman 6.jpg,A woman lying on her side with her left finger under her chin. She is looking at the viewer.
521,Neutral face 3.jpg,""
522,Neutral face 4.jpg,""
590,Office supplies 5.jpg,"A desk calculator at the edge of a table, to the left is a stapler  and two pens."
524,Neutral pose 1.jpg,""
515,Musician 1.jpg,A man concentrating on playing double bass.
526,Neutral pose 3.jpg,""
510,Mother 6.jpg,"A woman kissing her baby in a tender and loving way, holding her inside her arms.  The baby is happy."
611,Parasailing 3.jpg,Two people parasailing under a large parachute with a tow rope going off the picture.
500,Monkey 1.jpg,A monkey staring with its piercing eyes and its mouth wide open.
532,Nude couple 14.jpg,""
603,Paperclips 4.jpg,A bunch of staples interlinked with each other.
591,Opossum 1.jpg,Possum showing teeth in wide open mouth with a frightening posture.
535,Nude couple 4.jpg,""
537,Nude couple 6.jpg,""
540,Nude couple 9.jpg,""
543,Nude man 11.jpg,""
544,Nude man 12.jpg,""
545,Nude man 13.jpg,""
548,Nude man 16.jpg,""
552,Nude man 2.jpg,""
553,Nude man 20.jpg,""
554,Nude man 21.jpg,""
556,Nude man 23.jpg,""
558,Nude man 4.jpg,""
562,Nude man 8.jpg,""
563,Nude man 9.jpg,""
567,Nude woman 12.jpg,""
570,Nude woman 15.jpg,""
571,Nude woman 16.jpg,""
572,Nude woman 17.jpg,""
584,Nude woman 8.jpg,""
592,Orangutan 1.jpg,""
595,Paper 1.jpg,""
598,Paper 4.jpg,""
606,Parachuting 3.jpg,""
608,Parade 1.jpg,""
612,Parasailing 4.jpg,""
614,Path 1.jpg,""
617,Performance 1.jpg,""
619,Phone 1.jpg,""
627,Pigeon 2.jpg,""
628,Pigeon 3.jpg,""
641,Police 2.jpg,""
643,Police 4.jpg,""
644,Police 5.jpg,""
587,Office supplies 2.jpg,A stapler with a blue top and white base sitting on a white surface.
635,Pinecone 4.jpg,Four brown pine cones in a tree with no leaves or needles.
503,Monkey 4.jpg,"A monkey's hand, with black nails and brown fur, holding a black chain link fence."
491,Memorial 3.jpg,Rows of closely spaced white crosses in a cemetery.
520,Neutral face 2.jpg,A dark skinned man with black hair wearing square glasses. He has a short beard.
634,Pinecone 3.jpg,Three brown pine cones in a green pine tree.
542,Nude man 10.jpg,"A hairy naked man standing in the shower, wearing a necklace."
633,Pinecone 2.jpg,A backlit photo of a pine cone sitting on a blue surface.
632,Pinecone 1.jpg,Three brown pine cones on a piece of wood. One of the pine cones is mostly cut off.
573,Nude woman 18.jpg,"A woman wearing a black bra, underwear, and high heels, sitting on a white couch. The woman has a pierced belly button."
597,Paper 3.jpg,"A stack of white paper, fanned out near the top."
618,Performance 2.jpg,People at a large indoor event held in a sports arena.
589,Office supplies 4.jpg,"Pencils, pens, and markers in a black pencil holder. They are pink, blue, red, green, and black."
596,Paper 2.jpg,A yellow pad of paper on a speckled beige surface.
586,Office supplies 1.jpg,A tangled pile of rubber bands.
630,Pigeon 5.jpg,A pigeon with green throat feathers standing on a piece of wood.
593,Ornament 1.jpg,"A red, gold, and black Christmas ornament with a pink ribbon on top."
529,Nude couple 11.jpg,""
575,Nude woman 2.jpg,A dark-skinned nude woman with tattoos on her forearms.
508,Mother 4.jpg,A blond-haired woman kisses a baby wearing a blue and white striped cap and a blue coat.
642,Police 3.jpg,Two motorcycle policeman are leading two long lines of motorcyclists on a long tree-lined street during the day.  The lines disappear over a hill in the distance
541,Nude man 1.jpg,A bearded fit-looking man with no shirt stands looking to his left.  He has on a cap and a pair of work gloves.  He appears to be pulling off the left one.
531,Nude couple 13.jpg,"A silhouette of a man and woman in each other's arms, kissing in front of the waves on a beach."
607,Parachuting 4.jpg,"A man wearing a helmet, goggles, and a camouflage jumpsuit, jumping out of an airplane."
594,Paintbrush 1.jpg,A paint brush with damaged and worn bristles lying on a brown and green burlap sack.
645,Pollution 1.jpg,""
698,Sad pose 2.jpg,A woman with her back to us bending her disheveled head down.
781,Solar panel 1.jpg,Solar panels arranged in a geometric fashion on a field.
652,Raccoon 1.jpg,""
655,Rafting 3.jpg,""
657,Rafting 5.jpg,""
649,Prison 1.jpg,Railroad tracks branching off in front of a train station.
659,Railroad 1.jpg,""
661,Rainbow 2.jpg,""
662,Research 1.jpg,""
800,Storage 1.jpg,Shipping containers next to and on top of one another.
799,Stingray 3.jpg,A sea ray with its eyes open and blue spotted coloring swimming by.
747,Sidewalk 4.jpg,An elevated walkway paved with stones meandering past trees and houses.
802,Storage 3.jpg,Multi-level stacks of beer barrels on wooden pallets.
685,Rugby 1.jpg,Rugby players tackling an opposing player who has the ball.
716,School 1.jpg,A woman demonstrating something in front of a class of children.
721,School 6.jpg,Two young girls sitting at a desk in a room and writing in their notebooks.
771,Snake 5.jpg,A diamondback snake moving on a sandy area looking menacing.
687,Running away 1.jpg,""
774,Snow 2.jpg,"Sand dune next to blue water, with particles of sand blown in the air."
670,Rocks 3.jpg,A bunch of smooth wind- and sea-weathered rocks.
681,Roofing 4.jpg,A tiled roof with a lot of broken tiles.
694,Sad face 7.jpg,""
695,Sad face 8.jpg,""
680,Roofing 3.jpg,Stained brown semi-circular tiles on a roof.
719,School 4.jpg,Barefoot children at recess in a school courtyard.
700,Sad pose 4.jpg,""
701,Sad pose 5.jpg,""
656,Rafting 4.jpg,"A group of youngsters wearing helmets, lifevests and waterproof clothes on a whitewater raft."
665,Rock climbing 2.jpg,A man climbing a rock with rope and chain support
754,Sky 1.jpg,Blue skies and white clouds over blocks of apartment buildings.
653,Rafting 1.jpg,Rafters going over a fall in white river.
715,Scary face 2.jpg,""
723,School 8.jpg,""
726,Shark 1.jpg,""
728,Shark 11.jpg,""
733,Shark 6.jpg,""
753,Skinhead 1.jpg,""
758,Skydiving 4.jpg,""
760,Skyscraper 1.jpg,""
773,Snow 1.jpg,""
776,Snow 4.jpg,""
777,Snow 5.jpg,""
783,Soldiers 10.jpg,""
784,Soldiers 2.jpg,""
786,Soldiers 4.jpg,""
787,Soldiers 5.jpg,""
788,Soldiers 6.jpg,""
789,Soldiers 7.jpg,""
790,Soldiers 8.jpg,""
794,Spider 2.jpg,""
729,Shark 2.jpg,A grey shark with teeth showing swimming in dark blue water.
772,Snake 6.jpg,A black and yellow snake coiled up on top of some pieces of wood.
735,Shark 8.jpg,"A shark swimming in a body of blue water, with a second shark behind it."
682,Roofing 5.jpg,Nine rows of reddish bricks.
744,Sidewalk 1.jpg,Two sewer grates in the middle of a paved brick road.
724,Seal 1.jpg,Two sea lions face each other with open mouths.
736,Shark 9.jpg,"A grey shark with five fins visible, swimming in blue water with a fish behind it."
769,Snake 3.jpg,A black and white snake lying coiled in green grass.
793,Spider 1.jpg,"A spider in silhouette, hanging upside-down in its web."
689,Sad face 2.jpg,"A young child with blue eyes, wearing a brown hooded fleece sweater, and crying."
664,Rock climbing 1.jpg,"A woman in a green and white plaid shirt, rock climbing on brown rocks."
666,Rock climbing 3.jpg,"A man in a shirt with cut-off sleeves, holding on to a mossy rock while rock-climbing."
741,Shot 4.jpg,An empty syringe lies on a hard light brown surface.  A needle at right angles to it is touching it at the end.
720,School 5.jpg,"A group of students, sitting in front of a blackboard with Asian characters written on it."
651,Pumpkin 1.jpg,Four pumpkins of various sizes and shapes lined up in a row
678,Roofing 1.jpg,A tiled roof with some tiles broken and some tiles missing
674,Rocks 7.jpg,"Turquoise, grey, and white pebbles."
650,Prison 2.jpg,Barbed wire on top of a wooden picket fence.
778,Soccer 1.jpg,A yellow and green soccer ball lying in a field near chalk lines.
755,Skydiving 1.jpg,Seven sky divers in free fall in close formation.  Two divers have yellow smoke streaming from their boots and a third has green smoke.  Mountains are below them.
708,Scared cat 1.jpg,A gray and black striped cat stares up at a much larger dog with a white muzzle and brown and black fur.
767,Snake 1.jpg,"A brown snake lies coiled on dry, leaf-covered ground."
746,Sidewalk 3.jpg,Grey paving stones in arcs.
779,Soccer 2.jpg,"A close-up of a colorful soccer ball lying on the grass, with a stadium in the background."
797,Stingray 1.jpg,A ray resting on the seabed with a small striped fish swimming above it.
693,Sad face 6.jpg,A little girl with long hair standing in front of a gate or fence.
768,Snake 2.jpg,A close view of a coiled snake with red and black markings on the ground.
759,Skydiving 5.jpg,Three skydivers with one who has just started deploying his parachute.
675,Rollercoaster 1.jpg,A crowd of people in a red roller coaster car going down a slope.  One rider has his arms raised over his head.
679,Roofing 2.jpg,Copper covered tiles on a roof or sloped plane.
677,Rollercoaster 3.jpg,"A yellow roller coaster full of people, coasting on a red rail."
712,Scared face 4.jpg,A man covering his mouth with his hand. His eyes are wide in an expression of shock.
803,Street 1.jpg,""
876,Wedding 11.jpg,A bouquet of flowers with a white ribbon lying on gray stone steps.
815,Sunset 6.jpg,""
883,Wedding 7.jpg,A ring tied with red and white ribbons lying on a small pink pillow.
817,Surgery 2.jpg,""
640,Police 1.jpg,Policemen wearing helmets and body armor lined up in front of a building.
846,Toilet 3.jpg,A toilet with three urinals on each of the two walls.
820,Surgery 5.jpg,""
823,Swimming 1.jpg,""
824,Swingset 1.jpg,""
888,Wolf 1.jpg,A wolf sitting in a snow back licking its lips behind an enclosure.
829,Thunderstorm 3.jpg,""
830,Thunderstorm 4.jpg,""
869,War 6.jpg,A little girl facing a machine gun pointed at her.
832,Thunderstorm 6.jpg,""
893,Yarn 3.jpg,Four bobbins of orange thread lined up in a row.
835,Thunderstorm 9.jpg,""
838,Tiger 2.jpg,A  large orange and black  tiger looking straight with the mouth open and the tongue showing.
841,Timber 3.jpg,""
842,Timber 4.jpg,""
889,Wolf 2.jpg,A wolf baring its fangs in a menacing manner.
821,Surprise 1.jpg,Water being splashed on a bespectacled woman who has her eyes screwed shut.
848,Tornado 1.jpg,""
849,Tornado 2.jpg,""
852,Tornado 5.jpg,""
854,Traffic 1.jpg,""
857,Volcano 2.jpg,""
859,Wall 1.jpg,""
860,Wall 2.jpg,""
861,Wall 3.jpg,""
862,Wall 4.jpg,""
863,Wall 5.jpg,""
866,War 3.jpg,""
870,War 7.jpg,""
871,War 8.jpg,""
877,Wedding 12.jpg,""
882,Wedding 6.jpg,""
884,Wedding 8.jpg,""
885,Wedding 9.jpg,""
886,Wedding ring 1.jpg,""
894,Yarn 4.jpg,""
898,Yoga 4.jpg,""
900,Zebra 1.jpg,""
813,Sunset 4.jpg,"A body of water in front of some mountains, with a sunset in the sky above reflecting onto the water."
3,Acorns 3.jpg,Five acorns arranged in a circle on a black background. Slightly wilted leaves are next to the acorns.
748,Sidewalk 5.jpg,"White, grey, and blue paving stones arranged in arcs."
837,Tiger 1.jpg,A tiger with its mouth open.  It is lying down and has a chain around its neck.
891,Yarn 1.jpg,A black and white photo of three spools of thread.  Two are upright and one is lying on its side.
798,Stingray 2.jpg,An orange and dark blue ray in light blue water.
669,Rocks 2.jpg,Different sizes and shades of grey rocks with smooth edges.
647,Present 1.jpg,"A green present wrapped in blue ribbon, a purple present wrapper in lavender ribbon, and a pink present with white dots wrapped in a pink ribbon."
1,Acorns 1.jpg,Two acorns are lying on the ground next to some oak leaves.
890,Woods 1.jpg,"Two tree trunks and five rocks in the foreground, with more trees in the background partially obscured by smoke."
858,Volcano 3.jpg,"A volcano with smoke rising out of it, behind a green field and trees."
231,Destruction 5.jpg,"A dirty American flag and white shoe, lying in broken wood with plants growing through it."
782,Soldiers 1.jpg,"A line of soldiers silhouetted against a sunset background, standing in front of an airplane."
872,Waterfall 1.jpg,"A black and white image of a large waterfall, with the lights of a city behind it."
887,Windmill 1.jpg,A modern windmill.
204,Dancing 6.jpg,"A group of hula dancers in green floral dresses with green and yellow leis around their necks.  They have garlands around their heads, wrists, and ankles."
808,Sun 1.jpg,"A closeup image of the sun, with stars and space visible in the top left hand corner."
822,Surprise 2.jpg,"A happy child with wide open mouth holding a toy cell phone to his right ear.   The child has black hair with fringes with big brown eyes, a yellow and white shirt."
397,Goat 2.jpg,"A white goat standing on hay and green grass, with its head low to the ground."
840,Timber 2.jpg,"Cut logs with the bark still attached, stacked on top of each other."
853,Torture chamber 1.jpg,"Torture tools, including a rack, cuffs,and chains. There is also a sword and some helmets in the background."
874,Wedding 1.jpg,"A man in a black striped tuxedo and white dress shirt, placing a wedding ring on a woman's hand."
295,Excited face 4.jpg,"A chef whose mouth is open, wearing a white paper hat and blue shirt with an embroidered star on the lapel"
865,War 2.jpg,A group of soldiers standing behind artillery which has just been fired. Smoke is shooting out of the artillery and the shell is visible just above the barrel.
826,Thunderstorm 10.jpg,A lightning bolt striking the ground behind some trees.
867,War 4.jpg,A group of soldiers running through sandy terrain carrying rifles.
806,Street 4.jpg,A two-lane road with a solid line on the left and a broken line on the right to divide it. Dirt and trees are on the side of the road.
828,Thunderstorm 2.jpg,"An image of cloudy skies, with blue lightning coming from the sky and striking towards a tree below."
804,Street 2.jpg,A straight two-lane road passing through brown treeless hills with patches of snow on them.
