id,image_title,caption,valence_mean
I87,Bored pose 2.jpg,"A man with his hand on his cheek and his brow furrowed, with his lips curved downwards.",3.1862745098039196
I31,Astronaut 2.jpg,A man in a space suit shakes hands with a robot designed for space.,5.13725490196078
I24,Animal carcass 3.jpg,"Two hyenas eating a four-legged animal in the grass, with two vultures watching behind them.",2.75
I60,Beach 2.jpg,A vivid and colorful sunset over a body of water.,6.32352941176471
I127,Cardboard 1.jpg,Stacked rows of brown corrugated cardboard.,4.01851851851852
I120,Car crash 1.jpg,"A grey car on the side of a wet road, with its front portion completely smashed so that the engine is exposed.",1.8529411764705903
I129,Cardboard 3.jpg,A top down view of an assembled cardboard box.,3.74509803921569
I57,Bark 6.jpg,A closeup image of greenish tree bark.,3.93069306930693
I36,Baby 10.jpg,A boy and a teddy bear sit together on a wooden bridge.,6.138888888888889
I136,Cat 2.jpg,A white and brown cat with green eyes standing on a rocky surface.,3.32352941176471
I22,Animal carcass 1.jpg,A bird stands on the bones of a recently killed animal.,2.72222222222222
I42,Baby 7.jpg,A crying baby with its eyes closed and its mouth open.,4.87128712871287
I27,Animal carcass 6.jpg,A pride of lionesses feeding on the carcass of a freshly killed zebra.,2.3981481481481497
I59,Beach 1.jpg,A beach with several chairs on it.  The water is brilliant blue.  A breakwater is just off-shore.,6.36633663366337
I161,City 1.jpg,An overhead view of a city full of tall buildings.,4.4356435643564405
I74,Bird 1.jpg,Two geese swimming on calm water at sunset.,5.90740740740741
I78,Bird 5.jpg,"A man's hand, holding a black and white bird.",4.47058823529412
I41,Baby 6.jpg,A small baby asleep on its side.,5.42156862745098
I30,Astronaut 1.jpg,An astronaut on a space walk with the earth in the background.  The spacecraft is reflected in his face mask.,5.71296296296296
I67,Bear 1.jpg,Two black bears sleeping on some rocks.,5.148148148148151
I45,Band 1.jpg,"A marching band stands in a field in front of a crowd.  They wear red and black pants, jackets, and shakos.  The shakos have long white plumes.",4.7524752475247505
I53,Bark 2.jpg,Rough tree bark with moss growing on it.,4.1980198019802
I126,Car race 4.jpg,Five race cars going around a track in tight formation.,4.14705882352941
I26,Animal carcass 5.jpg,The headless carcass of a deer or antelope with some of its ribs exposed.,1.61764705882353
I68,Bear 2.jpg,A grizzly bear faces the camera.,4.41666666666667
I51,Barbeque 2.jpg,A man with grey hair feeding a child with blonde hair. The man is feeding the child a marshmallow on a stick.,4.627450980392161
I29,Archery 2.jpg,A woman preparing to shoot an arrow at a target with four bullseyes on it.,4.81372549019608
I25,Animal carcass 4.jpg,A jackal with its paw on the head of a dead antelope.,3.7941176470588194
I16,Angry face 2.jpg,"A brown haired woman in a black turtleneck sweater, showing her teeth and scrunching up her nose in an angry manner.",3.07843137254902
I38,Baby 3.jpg,A baby of East Asian appearance lying on his belly with his head lifted up.  He is wearing a knit cap and is looking up at something to his right.  He has a teddy bear next to him and several larger bears behind him.,2.9705882352941204
I63,Beach 5.jpg,Two hands clinking champagne glasses in front of a beach at sunset.,5.59259259259259
I82,Bloody knife 1.jpg,A knife is lying on a white cloth with a large blood stain around it. The blade of the knife is covered with blood.,1.8431372549019598
I54,Bark 3.jpg,A gray tree trunk with green moss growing on the bark.,4.257425742574259
I55,Bark 4.jpg,Wood bark with shades of brown and grey color.,4.20792079207921
I73,Billiards 1.jpg,"Two solid pool balls, one of which is red, the other yellow, and one striped red and white pool ball.",4.5196078431372495
I52,Bark 1.jpg,Brown tree bark with small black holes in it.,4.2376237623762405
I646,Power lines 1.jpg,Power lines on a snow-draped mountainside.,3.9705882352941204
I75,Bird 2.jpg,A swan with its wings outstretched alighting on a pond.,5.475247524752481
I188,Couple 6.jpg,A man embracing a woman from behind with his arm around her neck and shoulders.,5.607843137254901
I310,Feces 2.jpg,A pile of dog feces lying on the grass.,2.0098039215686296
I264,Dog 21.jpg,A long-haired brown and white dog in a garden with a green tag hanging from his neck.,5.891089108910889
I256,Dog 14.jpg,A little terrier with its tongue hanging out and a bow on its head.,6.49019607843137
I328,Fire 9.jpg,A man-made structure engulfed in rising flames.,1.7549019607843102
I323,Fire 4.jpg,A fire engulfing bushes by the shore of a lake after sundown.,2.22772277227723
I273,Dog 3.jpg,A black and tan german shepherd sitting on its haunches.,2.67647058823529
I297,Excited face 6.jpg,"A girl sitting at a desk with a pencil in her hand and writing in a note book, with a large smile on her face.",5.731481481481481
I279,Dog 7.jpg,A husky lying with its face chin down on the ground and with its blue eyes open.,5.36274509803922
I208,Dead bodies 1.jpg,A row of blood spattered bodies laid out on the floor.,1.1980198019802
I284,Dog attack 3.jpg,A dog attacking a man running away from it.,2.64705882352941
I257,Dog 15.jpg,A wet dog holding a stick in its mouth.,5.65686274509804
I217,Desert 1.jpg,A signpost with handwritten signs in front of two rusting car bodies on a prairie.,4.0
I182,Cotton swabs 3.jpg,"Q-tips in a jar, a few  show the handles in blue and yellow color",4.127450980392161
I173,Cold 3.jpg,A dried maple leaf lying in the snow with a sprinkling of snow on it.,4.88235294117647
I193,Crow 1.jpg,A crow perched on the roof eyeing something intently.,4.70588235294118
I274,Dog 30.jpg,A little dog with bows in its hair lying with its muzzle on the carpet.,1.8921568627451
I250,Doctor 9.jpg,"Doctors and nurses wearing surgical masks, caps, gowns and gloves operating on a patient.",3.67647058823529
I292,Excited face 1.jpg,A woman with her hair in a spiky style and wearing a karate outfit talking.,5.57425742574257
I275,Dog 31.jpg,A brown dog with his paws and nose up against a fence and looking through it.,3.4537037037037
I190,Couple 8.jpg,A woman is kissing a smiling man on the cheek,5.7592592592592595
I290,Eating 3.jpg,A happy young boy eating a red radish.,5.148148148148151
I270,Dog 27.jpg,A black dog with floppy ears resting his muzzle on a wall and looking out.,5.9009900990099
I258,Dog 16.jpg,A little brown puppy dog with a black muzzle standing on bowed legs.,5.431372549019611
I322,Fire 3.jpg,A fire truck directing a stream of water at a huge fire.,1.7352941176470602
I192,Crosswalk 1.jpg,An intersection of two roads with pedestrian crossing marks.,3.96296296296296
I239,Dirt 4.jpg,Dry brown mud with dips and ridges.,4.0
I243,Doctor 2.jpg,"Surgeons in masks, caps and gowns operating on a patient.",4.05555555555556
I262,Dog 2.jpg,A black and brown dog with floppy ears sitting in the grass.,6.28712871287129
I309,Feces 1.jpg,A pile of horse dung on sandy soil.,2.13725490196078
I210,Dead bodies 3.jpg,A partially clothed body lying on the ground.,1.3235294117647098
I272,Dog 29.jpg,A mostly white dog with one brown ear lying on grassy ground.,5.09803921568627
I225,Dessert 8.jpg,"A boy wearing a black and white striped hat, licking a chocolate and vanilla swirl ice cream cone.",5.768518518518519
I168,Cockroach 3.jpg,"Orange and black bugs, crawling on brown wood.",2.45098039215686
I223,Dessert 6.jpg,"A deep glass cup with a vanilla ice cream sundae, chocolate sauce, whipped cream and a cherry on top.",5.588235294117651
I321,Fire 2.jpg,A chair and some branches sitting in front of a large fire.,4.32352941176471
I319,Fire 10.jpg,Blackened branches in the foreground and fire in the background.,1.96296296296296
I197,Cups 3.jpg,"White, green, blue, and yellow cups, sitting on a blue surface.",4.72549019607843
I220,Dessert 3.jpg,"A brown cake with chocolate on the bottom, and orange slices and two white flowers on top.",5.63366336633663
I205,Dancing 7.jpg,Three girls in a ring holding hands.  They are outdoors.  They have brown skin and straight black hair.,5.87037037037037
I291,Elephant 1.jpg,"Two young elephants with their trunks on each other, with an adult elephant standing behind them.",5.86274509803922
I324,Fire 5.jpg,A huge fire consumes stacks of wooden pallets.,1.7425742574257401
I288,Eating 1.jpg,"A girl eating food on a tray.  She has black hair, pink fingernails, and gold earrings.  Similarly dressed children are visible in the background.",5.683168316831679
I313,Fence 3.jpg,A black chain-link fence with some round lights visible on the other side.,3.8529411764705896
I194,Crow 2.jpg,A crow perches on a tree branch.,4.40740740740741
I251,Dog 1.jpg,"Two sled dogs in harness, running across a snowy field.",5.13861386138614
I198,Cups 4.jpg,A group of clean drinking glasses stacked up on a reflective surface.,4.13888888888889
I221,Dessert 4.jpg,"A bowl of light brown and dark brown cookies, sitting on a wooden surface.",5.388888888888889
I254,Dog 12.jpg,"A brown and white beagle wearing a black collar, sitting with its mouth open.",6.203703703703701
I261,Dog 19.jpg,"A dog on a leash with its mouth open, looking alertly towards the camera.",5.65740740740741
I320,Fire 11.jpg,A forest is consumed by flames.  A river in the foreground has two deer standing in it.,2.05555555555556
I303,Explosion 2.jpg,A silhouette of burnt trees in front of a large fiery explosion.,2.3762376237623797
I286,Drink 2.jpg,"Three shot glasses containing a brown liquid, sitting on a black reflective surface.",4.36274509803922
I196,Cups 2.jpg,Five white mugs on a white countertop. Two mugs have stir sticks inside them,4.1485148514851495
I165,Cliff diver 3.jpg,One man diving and another man jumping feet first into a river.,5.12037037037037
I260,Dog 18.jpg,"A short-haired brown dog and a guinea pig, lying side by side on a red couch.",5.64705882352941
I227,Destruction 10.jpg,The smashed remains of an automobile in a pile of metal debris.,1.8425925925925901
I238,Dirt 3.jpg,Dried brown leaves on bare soil. Half of the area is in shade and half sunny.  A bare wooden branch is across the top.,4.13861386138614
I287,Dummy 1.jpg,A bloody human body with its face blown off.,1.1574074074074099
I185,Couple 3.jpg,A woman sitting apart from a man on one end of a bench by a lake while looking away.,4.0092592592592595
I174,Cold 4.jpg,A styrofoam snowman with black bead eyes and a red bead nose wearing a red knitted scarf and winter hat.,5.06862745098039
I283,Dog attack 2.jpg,A man wearing protective gear being bitten in the arm by a large dog.,3.4257425742574306
I383,Garbage dump 5.jpg,Magazines and pieces of cardboard boxes lying in the dirt.,2.13725490196078
I371,Galaxy 1.jpg,A spiral galaxy with a brightly glowing central region.,5.59803921568627
I599,Paper 5.jpg,A hand holding up a little cross-ruled notebook open to a blank page.,4.36274509803922
I375,Galaxy 5.jpg,A planet in space with stars visible around it.,5.613861386138611
I416,Gun 5.jpg,A gun lying on a table with seven bullets next to it.,2.8415841584158397
I418,Gun 7.jpg,A menacing looking machine gun against the background of a blue sky.,3.07920792079208
I334,Fireworks 1.jpg,"Green, yellow, pink and blue fireworks in burst patterns in the sky.",6.15740740740741
I432,Heart 2.jpg,Orange heart-shaped lock on a chain link fence with tall trees in the background.,4.925925925925929
I410,Guitar 1.jpg,"A man playing a guitar, sitting on a big stone and wearing a head scarf.  In the background is a lake with mountains.",5.52777777777778
I377,Galaxy 7.jpg,Horsehead nebula with the pink light of hydrogen from protostars illuminating the background.,6.0648148148148096
I386,Garbage dump 8.jpg,Brightly colored plastic and paper trash strewn around.,2.05882352941176
I390,Gazing 2.jpg,A man gazing out while standing on a rock on a seashore in twilight with shallow water around.,5.107843137254901
I332,Fire hydrant 4.jpg,A fire hydrant against a stone wall with plants on either side of it.,4.4351851851851904
I346,Flowers 2.jpg,"A bouquet of pink flowers containing mostly full blown roses, carnations and daisies.",5.79207920792079
I347,Flowers 3.jpg,Close up of a pink Gerbera daisy among other flowers.,5.7029702970297
I350,Flowers 6.jpg,A bunch of red roses with a couple of green leaves visible between them.,5.683168316831679
I445,Jail 4.jpg,Iron bars across a prison cell with a bed visible between the bars.,2.1111111111111103
I406,Graveyard 1.jpg,Sunset in a small cemetery.,3.2037037037037
I349,Flowers 5.jpg,A bouquet of white and pink flowers with green leaves.,5.94444444444444
I452,Keys 1.jpg,Collection of different size keys with key rings and tags.,1.2549019607843102
I335,Fireworks 2.jpg,A string of colorful starburst fireworks above a lakeside town,6.274509803921571
I439,Injury 3.jpg,The back of the hand of an old man with a wound exposing the bloody flesh.,1.97058823529412
I433,Heart 3.jpg,A heart-shaped detail of a wrought iron fence.,4.745098039215691
I336,Fireworks 3.jpg,Colorful fireworks in front of highrise buildings of a waterside city.,6.088235294117651
I471,Lake 9.jpg,Canoes on the dock of an alpine lake surrounded by mountains and forests.,5.588235294117651
I488,Meerkat 1.jpg,A weasel sitting upright like a human being.,4.953703703703701
I370,Funeral 1.jpg,A man walks amidst the crosses marking graves in a cemetery.,2.92156862745098
I363,Frustrated pose 2.jpg,A man holding his head in his hands.,2.63725490196078
I458,Lake 12.jpg,An alpine lake surrounded by mountains and coniferous forests.,5.78703703703704
I407,Graveyard 2.jpg,Gravestones in a cemetery with trees around the cemetery.,3.27722772277228
I343,Flood 3.jpg,Ducks swimming on a tree-lined flooded street.,2.29411764705882
I478,Lightning 5.jpg,Streaks of lightning striking the ground near a town.,4.41176470588235
I353,Flowers 9.jpg,Two wedding rings sitting on a bunch of pink roses.,5.2592592592592595
I351,Flowers 7.jpg,A bouquet of blue and white flowers mixed with green leaves.,5.911764705882349
I352,Flowers 8.jpg,"A bouquet of flowers with red roses, purple anemones and baby's breath.",5.891089108910889
I414,Gun 3.jpg,A machine gun set up on sand bags.,2.86274509803922
I348,Flowers 4.jpg,"A bouquet of red, pink and yellow roses.",5.63366336633663
I480,Lightning 7.jpg,"White lightning in a purple sky, with clouds above it and the silhouette of some bushes and rocks below it.",4.4356435643564405
I338,Fireworks 5.jpg,A yellow firework going off in a black night sky.,5.803921568627451
I340,Fireworks 7.jpg,"Many red fireworks going off in the night sky, leaving white trails behind them.",5.7524752475247505
I425,Hangover 1.jpg,A bald man with his head down on a wooden table.  He grasps an empty liquor bottle in his right hand.  A shot glass can be seen behind his left arm.,2.4158415841584198
I475,Lightning 2.jpg,A lightning bolt with many branches striking ground at night near a row of houses with lighted windows.,4.257425742574259
I459,Lake 13.jpg,Snowy mountains and pine trees reflected in a calm lake.  A parking lot is at the edge of the lake.,5.9504950495049505
I454,Knife 2.jpg,A blade lying in the middle of a charcoal fire.,3.34313725490196
I403,Grass 5.jpg,Green grass with droplets of water on it.,4.94117647058824
I473,Lava 1.jpg,An arching eruption of molten lava.,4.05555555555556
I378,Galaxy 8.jpg,"A blue, red, and yellow image of space, with a cloudy nebula in the center and stars around it.",5.5196078431372495
I482,Lion 2.jpg,"A male lion, lying on the ground with its head on its paws, viewed through a grey chain-link fence.",3.65686274509804
I481,Lion 1.jpg,A lion stands in front of gray rocks.  His head and mane are shown.,5.01980198019802
I330,Fire hydrant 2.jpg,A bright red fire hydrant.,4.2222222222222205
I455,Lake 1.jpg,"Pine trees, with a body of water and more pine trees in the background.",6.25490196078431
I443,Jail 2.jpg,A grimy prison cell with metal bunks and a washstand.  The rear wall is covered with graffiti.,2.01980198019802
I448,KKK rally 2.jpg,"A large burning cross, with people in white robes and hoods circling around it.",4.10891089108911
I356,Food 3.jpg,A bowl of oranges. Four of the oranges are cut in half.,5.303921568627451
I442,Jail 1.jpg,Two rows of barred prison cells with a narrow walkway between them.,2.22549019607843
I449,Keyboard 1.jpg,A close-up of a computer keyboard.  The layout is for German.,4.33333333333333
I389,Gazing 1.jpg,A woman sits with her back to the camera looking out over a town.  The scene is dark.,4.86274509803922
I358,Food 5.jpg,Several containers of raspberries.,5.47058823529412
I399,Grass 1.jpg,A close up of rough green grass.,4.96296296296296
I361,Frisbee 1.jpg,A frisbee team with some holding frisbees lined up for a group photograph on a playing field.,5.588235294117651
I331,Fire hydrant 3.jpg,A silver fire hydrant with a red top against a wall and some vegetation.,4.24509803921569
I382,Garbage dump 4.jpg,A shopping cart abandoned in a trash strewn environment.,1.63888888888889
I477,Lightning 4.jpg,Two streaks of lightning reaching from dark clouds above to the ground.,4.46078431372549
I460,Lake 14.jpg,A blue body of water next to bright green trees in front of a grey and copper mountain range.,4.4803921568627505
I502,Monkey 3.jpg,A chimpanzee sitting in a thoughtful pose inside an tiled enclosure.,3.6203703703703702
I543,Nude man 11.jpg,A nude man making a sign with his right hand,4.58823529411765
I550,Nude man 18.jpg,A man posing in his jock strap in front of a mirror.,3.17647058823529
I619,Phone 1.jpg,An old rotary-dial telephone on a desk with a fountain pen and paper in front of it.,4.50980392156863
I562,Nude man 8.jpg,Two naked men wrestling on a mat while another looks on.,4.803921568627451
I620,Picnic 1.jpg,Parents holding their young kids while sitting on a blanket on a lawn in a park.,6.0594059405940595
I610,Parasailing 2.jpg,A paraglider flying above bucolic farmland alongside a lake.,5.12871287128713
I631,Pigeon 6.jpg,Pigeons eating something spilt on a sidewalk.,2.32407407407407
I605,Parachuting 2.jpg,A paraglider in the sky against a backdrop of sunlight and dark clouds.,5.431372549019611
I576,Nude woman 20.jpg,A woman showing her breasts with pierced nipples.,5.296296296296299
I624,Pig 1.jpg,A spotted pig standing on one side of a two-wire fence.,4.53921568627451
I598,Paper 4.jpg,A piece of white paper on a bark-like surface.,4.08910891089109
I507,Mother 3.jpg,A pregnant woman with her hands above and below her exposed abdomen.,5.08910891089109
I600,Paperclips 1.jpg,Paper clips on a table with a bunch more in the background,3.9901960784313704
I582,Nude woman 6.jpg,A woman lying on her side with her left finger under her chin. She is looking at the viewer.,4.91176470588235
I590,Office supplies 5.jpg,"A desk calculator at the edge of a table, to the left is a stapler  and two pens.",4.05555555555556
I515,Musician 1.jpg,A man concentrating on playing double bass.,5.40740740740741
I510,Mother 6.jpg,"A woman kissing her baby in a tender and loving way, holding her inside her arms.  The baby is happy.",6.07843137254902
I611,Parasailing 3.jpg,Two people parasailing under a large parachute with a tow rope going off the picture.,5.13861386138614
I500,Monkey 1.jpg,A monkey staring with its piercing eyes and its mouth wide open.,4.87128712871287
I603,Paperclips 4.jpg,A bunch of staples interlinked with each other.,4.069306930693069
I591,Opossum 1.jpg,Possum showing teeth in wide open mouth with a frightening posture.,3.2843137254902
I494,Miserable pose 1.jpg,A man with his hand on his forehead and his eyes closed with an expression of hopelessness.,2.5588235294117596
I558,Nude man 4.jpg,Three shirtless men posing on the street in front of shopfronts,4.768518518518519
I548,Nude man 16.jpg,A shirtless man with a sunburn across his chest and shoulders standing with a drink in his hand and a smile on his face.,3.3981481481481497
I516,Nature 1.jpg,Wildflowers and rocks in front of a road with purple mountains in the background and a glowing yellow sky above.,6.11881188118812
I584,Nude woman 8.jpg,A nude woman asleep on her side with her head resting on her hand.,4.76470588235294
I537,Nude couple 6.jpg,A naked man lying on top of a naked woman.,4.64705882352941
I627,Pigeon 2.jpg,A pigeon on the ground with some seeds scattered around it.,4.53921568627451
I553,Nude man 20.jpg,Three nude men posing on a beach with several clothed people in the background,4.34259259259259
I641,Police 2.jpg,Four men in army uniform and armored vests with their weapons pointed straight ahead.,2.38888888888889
I490,Memorial 2.jpg,Rows of white crosses in a graveyard with green grass.,2.96039603960396
I643,Police 4.jpg,Armed and helmeted police on board a ferry facing back towards a distant city across the water.,3.2843137254902
I529,Nude couple 11.jpg,A man having intercourse with his partner from the back.,5.450980392156861
I592,Orangutan 1.jpg,An orangutan with flabby cheeks watching something intently,4.94117647058824
I493,Miserable face 2.jpg,A little boy wearing a knitted hat looking very concerned.,2.58823529411765
I521,Neutral face 3.jpg,A smiling man with blue eyes and brown hair,4.5049504950495
I544,Nude man 12.jpg,A shirtless runner with headphones over his ears.,4.71287128712871
I587,Office supplies 2.jpg,A stapler with a blue top and white base sitting on a white surface.,4.08910891089109
I635,Pinecone 4.jpg,Four brown pine cones in a tree with no leaves or needles.,4.54901960784314
I503,Monkey 4.jpg,"A monkey's hand, with black nails and brown fur, holding a black chain link fence.",2.86111111111111
I491,Memorial 3.jpg,Rows of closely spaced white crosses in a cemetery.,3.05555555555556
I520,Neutral face 2.jpg,A dark skinned man with black hair wearing square glasses. He has a short beard.,4.675925925925929
I634,Pinecone 3.jpg,Three brown pine cones in a green pine tree.,5.203703703703701
I542,Nude man 10.jpg,"A hairy naked man standing in the shower, wearing a necklace.",4.44117647058824
I633,Pinecone 2.jpg,A backlit photo of a pine cone sitting on a blue surface.,4.421568627450981
I573,Nude woman 18.jpg,"A woman wearing a black bra, underwear, and high heels, sitting on a white couch. The woman has a pierced belly button.",5.046296296296299
I597,Paper 3.jpg,"A stack of white paper, fanned out near the top.",4.23529411764706
I618,Performance 2.jpg,People at a large indoor event held in a sports arena.,4.703703703703701
I589,Office supplies 4.jpg,"Pencils, pens, and markers in a black pencil holder. They are pink, blue, red, green, and black.",4.27722772277228
I596,Paper 2.jpg,A yellow pad of paper on a speckled beige surface.,4.08910891089109
I586,Office supplies 1.jpg,A tangled pile of rubber bands.,4.03703703703704
I630,Pigeon 5.jpg,A pigeon with green throat feathers standing on a piece of wood.,4.52777777777778
I593,Ornament 1.jpg,"A red, gold, and black Christmas ornament with a pink ribbon on top.",5.245098039215691
I575,Nude woman 2.jpg,A dark-skinned nude woman with tattoos on her forearms.,5.20792079207921
I508,Mother 4.jpg,A blond-haired woman kisses a baby wearing a blue and white striped cap and a blue coat.,6.049019607843139
I642,Police 3.jpg,Two motorcycle policeman are leading two long lines of motorcyclists on a long tree-lined street during the day.  The lines disappear over a hill in the distance,4.28703703703704
I541,Nude man 1.jpg,A bearded fit-looking man with no shirt stands looking to his left.  He has on a cap and a pair of work gloves.  He appears to be pulling off the left one.,4.38235294117647
I531,Nude couple 13.jpg,"A silhouette of a man and woman in each other's arms, kissing in front of the waves on a beach.",5.6851851851851904
I607,Parachuting 4.jpg,"A man wearing a helmet, goggles, and a camouflage jumpsuit, jumping out of an airplane.",4.803921568627451
I594,Paintbrush 1.jpg,A paint brush with damaged and worn bristles lying on a brown and green burlap sack.,4.06481481481481
I661,Rainbow 2.jpg,A rainbow over a lake with a tree in front.,6.25742574257426
I545,Nude man 13.jpg,A shirtless man looking straight ahead with a grim expression.,4.0
I698,Sad pose 2.jpg,A woman with her back to us bending her disheveled head down.,3.59803921568627
I781,Solar panel 1.jpg,Solar panels arranged in a geometric fashion on a field.,5.00980392156863
I786,Soldiers 4.jpg,A large crowd of young soldiers saluting.,4.9405940594059405
I649,Prison 1.jpg,Railroad tracks branching off in front of a train station.,4.02941176470588
I800,Storage 1.jpg,Shipping containers next to and on top of one another.,4.0196078431372495
I759,Skydiving 5.jpg,Three skydivers in free fall.  One has just started deploying his parachute.,4.892156862745099
I747,Sidewalk 4.jpg,An elevated walkway paved with stones meandering past trees and houses.,5.46078431372549
I802,Storage 3.jpg,Multi-level stacks of beer barrels on wooden pallets.,3.7058823529411806
I685,Rugby 1.jpg,Rugby players tackling an opposing player who has the ball.,4.2222222222222205
I716,School 1.jpg,A woman demonstrating something in front of a class of children.,5.14705882352941
I721,School 6.jpg,Two young girls sitting at a desk in a room and writing in their notebooks.,5.607843137254901
I771,Snake 5.jpg,A diamondback snake moving on a sandy area looking menacing.,2.9009900990099
I774,Snow 2.jpg,"Sand dune next to blue water, with particles of sand blown in the air.",4.54901960784314
I670,Rocks 3.jpg,A bunch of smooth wind- and sea-weathered rocks.,4.31372549019608
I681,Roofing 4.jpg,A tiled roof with a lot of broken tiles.,3.56862745098039
I680,Roofing 3.jpg,Stained brown semi-circular tiles on a roof.,3.92592592592593
I719,School 4.jpg,Barefoot children at recess in a school courtyard.,4.5648148148148096
I656,Rafting 4.jpg,"A group of youngsters wearing helmets, lifevests and waterproof clothes on a whitewater raft.",5.58333333333333
I665,Rock climbing 2.jpg,A man climbing a rock with rope and chain support,4.67647058823529
I754,Sky 1.jpg,Blue skies and white clouds over blocks of apartment buildings.,4.64705882352941
I653,Rafting 1.jpg,Rafters going over a fall in white river.,4.58333333333333
I784,Soldiers 2.jpg,An army officer standing while a group of men in uniform do jumping jacks in a dormitory.,4.38613861386139
I695,Sad face 8.jpg,A little girl with smudges on her face looking sad.,2.6296296296296298
I723,School 8.jpg,Boys and girls in a classroom with some of them raising a hand.,5.28712871287129
I776,Snow 4.jpg,White coral reefs with a clump of coral sticking out,3.44444444444444
I652,Raccoon 1.jpg,A trapped raccoon looking through a wire mesh opening between two boards.,3.6039603960396005
I726,Shark 1.jpg,A dark grey shark with a lighter underbelly swimming in the water.,3.7592592592592595
I693,Sad face 6.jpg,A sad-looking little girl with long hair standing in front of a gate or fence.,3.6435643564356397
I799,Stingray 3.jpg,A sea ray with blue spotted coloring  and eyes open wide swimming by.,4.53465346534653
I728,Shark 11.jpg,A shark swimming in the water its side fins and dorsal fins visible.,3.81188118811881
I760,Skyscraper 1.jpg,A square shaped tower building next to another similar building.,4.12962962962963
I788,Soldiers 6.jpg,Military personnel in ceremonial uniforms lined up in a row.,2.61386138613861
I729,Shark 2.jpg,A grey shark with teeth showing swimming in dark blue water.,3.07920792079208
I772,Snake 6.jpg,A black and yellow snake coiled up on top of some pieces of wood.,3.10891089108911
I735,Shark 8.jpg,"A shark swimming in a body of blue water, with a second shark behind it.",3.2376237623762405
I682,Roofing 5.jpg,Nine rows of reddish bricks.,4.0495049504950495
I744,Sidewalk 1.jpg,Two sewer grates in the middle of a paved brick road.,4.31372549019608
I724,Seal 1.jpg,Two sea lions face each other with open mouths.,4.63725490196078
I736,Shark 9.jpg,"A grey shark with five fins visible, swimming in blue water with a fish behind it.",3.71287128712871
I769,Snake 3.jpg,A black and white snake lying coiled in green grass.,2.91176470588235
I793,Spider 1.jpg,"A spider in silhouette, hanging upside-down in its web.",3.06862745098039
I689,Sad face 2.jpg,"A young child with blue eyes, wearing a brown hooded fleece sweater, and crying.",3.04950495049505
I664,Rock climbing 1.jpg,"A woman in a green and white plaid shirt, rock climbing on brown rocks.",4.53921568627451
I666,Rock climbing 3.jpg,"A man in a shirt with cut-off sleeves, holding on to a mossy rock while rock-climbing.",4.54901960784314
I741,Shot 4.jpg,An empty syringe lies on a hard light brown surface.  A needle at right angles to it is touching it at the end.,2.54901960784314
I720,School 5.jpg,"A group of students, sitting in front of a blackboard with Asian characters written on it.",4.53921568627451
I651,Pumpkin 1.jpg,Four pumpkins of various sizes and shapes lined up in a row,4.85294117647059
I678,Roofing 1.jpg,A tiled roof with some tiles broken and some tiles missing,4.01980198019802
I674,Rocks 7.jpg,"Turquoise, grey, and white pebbles.",4.31372549019608
I650,Prison 2.jpg,Barbed wire on top of a wooden picket fence.,2.6203703703703702
